id,name,type,root
vMTt2sm3PEqFbQt5o,Andrew Walsh,manualEntry,
PJMKDx4jTDvzGe2tu,Andrew Solimine,crunchbase,
jxG6e8zSdEnpECbJJ,Andrew Riddick,crunchbase,
kNWWeecJfGuXBRtpP,Andrew Mitchell,crunchbase,
geuAdhcsgrzhZ7eCo,Andrew McCollum,crunchbase,
DEgDwPL8Bzqa69x6c,Andrew Frame,crunchbase,
b9bA6sBKFPsbPuMXN,Andrew Ferenci,crunchbase,
mZyiuPFDo8SR5P9tJ,Andrew Chen,crunchbase,
xszgZu99znnTy3H8n,Andrew Boszhardt, Jr.,
5wuGGvzqubFjo6dpc,Andrew Barlow,crunchbase,
88S4wF9dazCRKtqui,Andrew Banks,manualEntry,
y2iNYNYxD3PSaoWyK,Andres Varela,manualEntry,
gKYS4CTGRCuwnQDDE,Andreessen Horowitz,crunchbase,
KpYfMmMAJ3EhfBBou,Andreas Wuerfel,crunchbase,
592e618a6d9fe079ba81c4aa,Andreas von Arx,crunchbase,
sGxGf4jCmiyWvpKgg,Andre Hoffmann,manualEntry,
Gwd6XGKFXHP3esjKg,Andre Eikmeier,crunchbase,
2fXL6oxBcp4yQ9iSQ,Ananth Narayanan,crunchbase,
58e49e04c85056826f3c3167,Anant Pandit,crunchbase,
58f6ca575e5894a466523dae,Anandbir Singh,manualEntry,
5yJAxPnBWSuwtaQH7,Ananda Kallugadde,crunchbase,
58d928219ac07d5b367b7389,Anand Swaminathan,crunchbase,
58e48ee1e97d628b0573dc78,Anand Sankeshwar,crunchbase,
5948a7087e5eb9250a10c072,Anand Rajaraman,manualEntry,
58ff17f4f828c5e17eec2205,Anand Morzaria,crunchbase,
58cb92667920aec65aee5ade,Anand Mahindra,crunchbase,
iQtfPAePRxQNEed8v,Anand Ladsariya,crunchbase,
58d9d07814bec1f3a0b3406d,Anand Chandrasekaran,crunchbase,
58edbc1b350a5db211fc58a0,Analysys,manualEntry,
NWE3ScC4HugvPsrtP,Anacacia Capital,manualEntry,
iozJ9foELP9ZBgvWp,An Zheng Lu (天津安正路投资),manualEntry,
58ec70a37a9390f74403a8ec,An Tuo Xin,manualEntry,
ZREaq9gBFvw2nLd5E,Amun Capital,crunchbase,
876n6t29oxNp6jcXK,Amrish Kumar,manualEntry,
qu5csPD3vMGia52XE,Amplify Partners,crunchbase,
YtbnheiQGMsyRfd6F,Ample Harvest Capital (丰实资本- 嘉实基金),manualEntry,
FYpvJpPofabQco8JY,Amphora Ventures (安芙兰创投),manualEntry,
Tqb9FDRtrQmPAGLw5,AMP New Ventures,crunchbase,
2kRkWLBwyvojKujbz,Amp Capital Partners,crunchbase,AMP New Ventures
rz29abkohdr4x6ovb,Amol Sarva,crunchbase,
6TC45sXa2syg56Xtf,Amoeba Capital (阿米巴基金),manualEntry,
591d44175e374018aff409be,Amod Malviya,crunchbase,
58e39a86461dfc49cbc90b02,Amitabh Srivastava,crunchbase,
L5qdbpZfYXANFLaYK,Amit Singhal,manualEntry,
zuCMd573Fj559HZza,Amit Sharma,crunchbase,
5912cc79e7a2b59180d817d7,Amit Rathore,crunchbase,
CbfQcpXEzHqdGXrzh,Amit Ranjan,manualEntry,
KzkBdpwsWzteKZ9vH,Amit Patni,manualEntry,
58e59e035646a9c64d49a232,Amit Khanna,crunchbase,
597810caa4d2a363808c72b8,Amit Kapoor,crunchbase,
xZ8aSoiSKJysjFDoS,Amit Jindal,crunchbase,
hCCgFwydNy2ewXuDd,Amit Gupta,crunchbase,
595f02c0b4978d03496d1196,Amit Bhatiani,manualEntry,
SMorSXdXKZc4Cn3Zk,Amish Jani,crunchbase,
AYbDSa7FhZ2y7tE2A,Amidzad Partners,crunchbase,
nSAqZZzRfJtXWnv89,Amiba Capital,manualEntry,
590ae15fc3eab55785c97db3,Amgen Ventures,manualEntry,
58d0fb839f57a0edde85a5eb,Amerindo Investment Advisors,crunchbase,
595dfbc30d73171d30cd6ee4,American Express Ventures,crunchbase,
LBJHiW6boxRAPQsgH,American Express,crunchbase,American Express Ventures
591a6c6d0afb52032fc8679e,Ameba Capital,crunchbase,
mmAzJNprZXyZTwhQg,AME Ventures,manualEntry,
5919154775828db4224ce779,AMC International,crunchbase,
mgzTRMjCoP4F3soPX,Ambrosia Software,crunchbase,
58edcf4216a2041c5631cc10,Ambit Pragma Ventures,crunchbase,
ZAp6YhumKc3YWavEX,Ambient Sound Investments,crunchbase,
58cb931bc504342136a15357,Ambi Parameswaran,crunchbase,
w5svBW3mnqwjQcSvp,Ambarish Ray,manualEntry,
591d54edd2804e363011f42b,Ambarish Raghuvanshi,crunchbase,
592e66d13dcdcf86928907c0,Amazon Web Services,crunchbase,
58da24c0e7412fed0834f888,Amazon,crunchbase,Amazon Web Services
L3ZXGtgWrujt9AtnT,Amasia,crunchbase,
4jBDgC9ocRBhyisnf,Altpoint Ventures,manualEntry,
5959e5cc8350441ee697ff08,Alto Partners SGR,crunchbase,
q2wiWnhCH3vHD8zA9,Altimeter Capital,crunchbase,
59439cb4d85e4d1d5b9f7a02,Altico Capital India Private Limited,crunchbase,
TLv2ctAxaHcPMDLoB,Altico Capital,manualEntry,
NMasBnjHcgyrcnuRd,Alt Option Return,crunchbase,
BjeimWvmmZq8ietwA,Alps Ventures,crunchbase,
592e72b0c00b739fd00d8cfe,Alphacap Berhad,crunchbase,
RLzd5LK2dEHMCJpNz,Alpha Venture Partners,crunchbase,
azjRJYhSxJ4MhhKPj,Alpha Startups (阿尔法公社),manualEntry,
XRZjQ9FS2xSvHNsYb,Alpha JWC Ventures,crunchbase,
ac5BGzqPEn6v3BiSN,Alpha Capital,crunchbase,
nyuX6aCuC3k7Faybp,Alpha Animation (奥飞动漫),manualEntry,
F6p8sSnBbJ7R7sxTT,Alongcp Capital Partners (御泓资本),manualEntry,
FRM7nZKWFRnYneoZx,Aloke Bajpai,crunchbase,
QtXyub8nCdCJbKgz7,Alok Mittal,crunchbase,
592bbc1eb80c90b87e848d88,Almaz Capital Partners,manualEntry,
capRA3DnhznPQNk7t,Ally Bridge Group,manualEntry,
sG9gPf2iwMoNbDoL3,Allure Media,crunchbase,
mdxLWqJx854bWo6ww,All-Stars Investment,crunchbase,
KAZ7rhQaDkQb6dnYS,Allin Capital (熠帆资本),manualEntry,
597026eb6ed6c53d3a1a0217,Allianz Ventures,crunchbase,
Pe8SqFYnyzDJhJz8x,Allen Morgan,crunchbase,
GE7nAG3e7dxQHGLXE,Allen Linz,crunchbase,
tibmB6yGviQjtheuX,Allen & Company,crunchbase,
7srKPWFkLYbuzncTY,Allan Moss,crunchbase,
KupH7AK4aBuAD3Fo4,Allan English,manualEntry,
kkSKrYpZtyKfWHbLm,Allain Pool,manualEntry,
590bf45ac4e3f8f34757bbcc,Alium Capital,manualEntry,
58d4b220c2dd22f5c1ccf67e,Alice Sun,manualEntry,
59279971b655737b20ac13ee,Alibaba Group,crunchbase,
591d13d18bc82e82e482e9da,Alibaba Entrepreneurs Fund,crunchbase,Alibaba Group
YpQrGRGdzsfk4Bmhe,Alibaba (阿里巴巴),manualEntry,Alibaba Group
595dfd47dbc35a04417d7776,Alibaba,crunchbase,Alibaba Group
4MAbD4wyHh9ZSHrNe,Ali Partovi,crunchbase,
59537a30d8710017ea8df471,Alfred Street Investment Partners,crunchbase,
yxESNkZhSdfdPEkd4,Alexis Ohanian,crunchbase,
CQa32YRqCysQuPFtB,Alexander Petrov,crunchbase,
fSGZ2qAA42yCk7bM7,Alexander Asseily,crunchbase,
CYQx739adeMcwmoCk,Alex Zubillaga,crunchbase,
BpMeux5pDB5H6QNPw,Alex Turnbull,manualEntry,
cLzaZ9mo9MPFcCRck,Alex Tan,manualEntry,
KJh7H2c98gpQvyBWk,Alex Rainert,crunchbase,
XXeAvaRMh4ZMrmS4j,Alex Ott,crunchbase,
pm6hsevPFCNJR58CY,Alex Medana,crunchbase,
wg4YphjFqG2YJboA7,Alex Kahn,manualEntry,
590ad31c696befa8dfee041e,Alex Garden,crunchbase,
dmFTeJZdFQuCWW2ZM,Aleph,crunchbase,
grfk27YoTiFJnKj9q,Alchemist Accelerator,crunchbase,
58ec3327994888b77335ff07,Albert Ni,crunchbase,
whH4X6MhsJJfd9uWR,Alan Sharp-Paul,crunchbase,
3pJJCH4YLz4QHrTm6,Alan Schanzer,manualEntry,
fQ9WigLnf2sTDNf6v,Alan Jones,crunchbase,
DZyNh7c7aQ6cXf2Az,Alan Gould,crunchbase,
7mLixmLqFwBum2yza,Alan Chien,crunchbase,
QdrjpQ7YNxhPCTtzr,Alacrity Capital,crunchbase,
5978569ea43dbaef2c9f1eb4,Al Sanie Group,crunchbase,
dmB9NajPXubWRHRi5,Al Hamra Group,crunchbase,
58d8e10930cd91a858b58298,Al Dhaheri family,crunchbase,
58dcd6b42772bd5264ac766b,Akshay Syal,crunchbase,
58d9c37438b878b82586b8f9,Akshay Garg,crunchbase,
Cbc84KqGbE7j9jz3q,Akshay Agarwal,crunchbase,
595ee36f42dcd6ac18303204,AKM Systems,crunchbase,
A2Mi3BRMwQiNGp2KH,Akbar Group,crunchbase,
ds2r56gaApy4tLR2b,Akash OP Aurora,crunchbase,
59225520af530b56d6876988,Akash Garg,crunchbase,
iffb4LwPkdAZyPxpD,Ajmera Group,manualEntry,
S33GxEwAdZ9qfyCpm,Ajisen (味千拉面),manualEntry,
yiuGENYbTFq9M9jrC,Ajeet Khurana,manualEntry,
594cc761b13c3e4ae6472faa,Ajay Sarupria,manualEntry,
59561bd72f0a869b2b1212c8,Ajay Relan,crunchbase,
592b99266cfafd11a7d3fd39,Ajay Prabhu,crunchbase,
58edd10376311af42072c9ef,Ajay Modani,crunchbase,
590aec1049ce40104d09f235,Ajay Lavakare,crunchbase,
YpSNLmNTna9fSFFYy,Ajay Dubey,manualEntry,
erWT8sdJ6bXeJN4k3,Ajay Chandwani,crunchbase,
Xo7W4qy78zw99aoPB,AITV (Accelerate IT Ventures),crunchbase,
iMTfdJKRApeNr8v3g,Aisidi (爱施德),manualEntry,
SMakr4qPjEbtX4zrz,AIS,manualEntry,
KHE3M5FH6grhHiqvb,AirTree Ventures,crunchbase,
5923e29f217cdef711cb8147,Aihuishou,manualEntry,
FdyXupeqNZbEAs8br,Ah! Ventures,manualEntry,
EcLiMtv6foGvHADjz,ah! Ventures,crunchbase,Ah! Ventures
58fcbec8f9852a7d31fb36a7,Agricultural Bank Wuxi Private Equity Investment Fund,manualEntry,
58fdbcee53f69cf0e34e0900,Agricultural Bank Guangdong Branch,manualEntry,
nS7LcmRctwDhbtE7A,A-Grade Investments,crunchbase,
5902a588ed4f00b2bb998a0c,Agnus Capital,crunchbase,
vKXZDvP7AnhXzYwft,AGL Energy,manualEntry,
58e5a6da05cabbbcb9d87ea1,AgFunder,manualEntry,
595f3252cdfa4b3a7eb28924,Agarwal Movers Group,manualEntry,
Durd6g2CEsx7pdSL4,AFSquare,crunchbase,
nFZNBE8zX57zuyRXW,Aetius Capital,crunchbase,
eKcCEbAhG6FEbM33z,Aeon Life (百年人寿),manualEntry,
3fNGaiH4WAcvPcdPz,Aegon,manualEntry,
vQhwfzYPkGi6DFp89,汤臣倍健 (By-Health),manualEntry,
58d9d67ff066705365d34899,清华系DNA基金,manualEntry,
BMXJXYwHeCnBJAHAp,Adways,manualEntry,
BpFNXSZkFoE7RcNkL,Adveq,crunchbase,
7oq3AkSBEauuXstNF,Adventure Capital,crunchbase,
58d9c3749efd97fb3885f77c,advantEdge Partners,crunchbase,
5955b778e8b0d00d24fa43d8,Advantech Capital,crunchbase,
6D2XXExkWrm5zK5L3,Advancit Capital,crunchbase,
59083fa0b3be841b5b14aaeb,Advanced Technology Ventures,crunchbase,
Z5m3esBAnSHd2pTzB,Advance Publications,crunchbase,
2NCGaw79b44zKsXEQ,Adrian Vanzyl,manualEntry,
WricQYofSaxmrxLn5,Adrian Suherman,manualEntry,
QaWYM8qDCBjJYowPE,Adrian Stone,crunchbase,
Y58WrRFfuYudCxLvQ,Adrian Ong,manualEntry,
BP37vX8Y2Tudr9vSW,Adrian MacKenzie,crunchbase,
BjkzLhaWqr4QwTF3K,Adrian Di Marco,crunchbase,
5967332dc1e6270bbf3fa9f5,Adrian Cheng,manualEntry,
5947261d8a4610ae7291a32c,Adnan Merhaba,crunchbase,
pjdzmCg22eKKuLw57,Adms Chung,crunchbase,
vpfjiyovhFp8DS7BW,Aditya Pethe,crunchbase,
59112f85d5c7870d3c3ed3c8,Aditya Agarwal,manualEntry,
5943a3f72214f5eb142c8fe8,Aditi Balan,crunchbase,
RT7w33aTnRnvgqRYu,Adil Allana,crunchbase,
591aa31d50ad2704bd9179d4,Addventure,manualEntry,
NybomaRFb4856ytNL,Addor Capital (毅达资本),manualEntry,
Fw2whXyKMGermuJRx,Adcock Group,crunchbase,
8sAGDHLhL8LAqXANk,Adams Street Partners,crunchbase,
r9ZfhtBrijRmh5uSY,Adam Lindemann,crunchbase,
eDypFTuYKYGMvfrgW,Adam Krongold,crunchbase,
HwqR3eAzWHgPE9b8J,Acumen,manualEntry,
dCNwseWrpN3YfJFjM,ACT Venture Capital,crunchbase,
58d8e1091f5e4e1ead04443e,ACPL Exports,crunchbase,
cxPvxKzccfiJk4X8C,ACP,manualEntry,
CmNaKvAova3p2qML3,Acorn Capital,crunchbase,
b7ZfEbsKNZzCzjKnJ,aCommerce,crunchbase,
3XKkd2Ypwfv5rQEWo,Acer,crunchbase,
e52X2bRxivhyqRmA6,Acequia Capital,crunchbase,
sDvLqiGGt842dtjFQ,ACEON (安思晟投资),manualEntry,
ADy9KpXwo92pGEPYD,Ace Investment,manualEntry,
JkQNYXX6bM5JQ9Tj3,ACE & Company,crunchbase,Ace Investment
fycw3ug6sKAXmRwmP,Accuron Technologies,crunchbase,
JBsAb3KjBYMcccKAK,Accord Ventures,manualEntry,
mdu5ivM9B6BfungTy,Accion Venture Lab,crunchbase,
594765557c582b7ab95201a7,ACCION International,manualEntry,Accion Venture Lab
524s6MRZYBicFGSc9,Accion Frontier,crunchbase,Accion Venture Lab
kdoui2exr5ft5WMv8,Access Industries,crunchbase,
e6iSJTDR5eP8h7TN5,Access India Fund,manualEntry,
kCm5gZDEpEof4zHMp,Accel-X Pte Ltd,crunchbase,
jBecyDh32kcnoK3ts,AcceleratorHK,crunchbase,
sd9vkFhneR8n8ce2j,Acceleprise,manualEntry,
psD8EnY8i68vW4PX4,Accele Venture Partners,crunchbase,
58d8dbe8afc56d2083daace2,Accel Partners,manualEntry,
K8kPtqqZ6JnYeTeF7,Accel,crunchbase,Accel Partners
592bed27228e247f9a2c8d45,AC Inc.,crunchbase,
592bed27036d8d6acd9baff6,Aby Sousa,crunchbase,
59644c3d5c1425ede257e197,Abundance Partners,crunchbase,
595f45c8ab437378bd3b8eb7,Abstract Ventures,crunchbase,
DHYRHpmzfZcdTAs5Z,Abraaj Group,crunchbase,
58d8d7e6c245b8829fb99645,ABN Knowledgware,crunchbase,
597023df7b8e7946f4d3f6a1,ABI-Showatech,manualEntry,
5907e10bcdc9af96ab93476e,Abhishek Rungta,crunchbase,
MrTfHpmeA9eL4gAtB,Abhishek Pandey,crunchbase,
58edd1038aea64093faeaa8b,Abhishek Jain,crunchbase,
58d9d636d536a791e4f1235e,Abhishek Gupta,crunchbase,
58e667561c2859a2baf9fdcb,Abhishek Goyal,crunchbase,
E5RY6kngPhXpyiQxL,Abhishek Agarwal,manualEntry,
58e2022e746f43ec53f9b1db,Abhishek Acharya,crunchbase,
5913dd9ccf42d9f01029f19c,Abhinav Sinha,crunchbase,
595f224f64d37f47049c2f52,Abhinav Grover,crunchbase,
58cce5783f94ca8d3ea70bb6,Abhimanyu Munjal,crunchbase,
58d92821705f82920960d909,Abhay Singhal,crunchbase,
58da501e57753da85f14b064,Abhay Jain,manualEntry,
593a05248e8817ecedd56d01,Abhai S. Rao,crunchbase,
58db633200d45dc02b976d71,ABG Capital,crunchbase,
Aee6pW4HYQqrJeFAf,Aber Whitcomb,crunchbase,
ykJrSfpC7ezkwASzy,ABC Capital (亚商资本),crunchbase,
bqJK5XAWaTaLtQBSz,AB Capital,manualEntry,
GwoWRrEAkcd7omoiy,Aayush Phumbhra,crunchbase,
592fae8490d52cc733ceafb2,Aavya Ventures,crunchbase,
k5f5z44iNPRByEkcg,Aavishkaar Venture Management services,manualEntry,
5943949dc3b93af482f45d68,Aavishkaar,manualEntry,
58eae373ed1f6ffe7082e4ac,Aarti Grover,crunchbase,
w8NmYPrA7cWGe6WtS,Aaron Tan,manualEntry,
NyZehh6iYrQaG4SHf,Aaron Levie,crunchbase,
595b170363c702d85d5ed57a,Aaron Bertinetti,crunchbase,
3ASfjKXo54wkAnhwu,Aarin Capital,crunchbase,
58da104a5fe4d262857ab831,AAMachina,manualEntry,
59152f7f4c000816c062cede,Aakrit Vaish,crunchbase,
595f3ef03f691ebb9e8d506c,Aadil Ebrahim,manualEntry,
ybWQL7sAr8Nn6FX6j,A8 Music (A8音乐),manualEntry,
QhjJNsuTkrWt4BDed,大众交通集团,manualEntry,
fLPoi6kh2JaJwaMsF,嘉兴浙华武岳峰投资,manualEntry,
aEqWxbCtmwfaqnfqC,中国诚通 (China Chengtong Group),manualEntry,
MWJT5FQ6EXGKJuvk6,A&E Television Networks,crunchbase,
vvDpL59hu5ANCZM6Z,9Fbank.com (玖富集团),manualEntry,
DrPC3SJaxhzWHk5kJ,9C Capital (玖创资本),manualEntry,
a8iGpvckXWoMGyHM4,99acres.com,manualEntry,
595f45c8eb6810b43d090150,91springboard,crunchbase,
5949de4367143c442d47acac,91maker.com,manualEntry,
NRYqb6i3D5friEHKy,91Capital,crunchbase,
YFrc54cNKwhXdZoHE,8capita Partners,crunchbase,
6CFhvmuizZBoBGEfc,88mph,manualEntry,
dTwC62oH3xTEEJv9D,825 New Media Industry Fund (825新媒体产业基金),manualEntry,
j5z3bYBhr8MB7oTaT,7-Ventures, LLC,
ETK6WADcsCrLPj96W,7-Eleven,crunchbase,
g8Yehwk2pokMpEmBz,7 Peaks Software,manualEntry,
CgPLYJDxg64DZGfLf,645 Ventures,crunchbase,
58d9d636316341133021e23e,5ideas.in,crunchbase,
wKAHb3XuvjJmzJYgb,58 city (58同城),manualEntry,
594a190212fa13d642f5ec3b,51 Dongle,manualEntry,
59082f50a80664a0a5d39ee1,51 Credit,manualEntry,
vhfEwBpSHrbBxtuLK,50k Ventures,manualEntry,
Gn8Hny5P7L6EThgqa,500 Startups,crunchbase,
590ae07fc81a5cd996312f37,3W Partners,manualEntry,
LCtrcqz8drsDdMX5n,3one4 Capital,crunchbase,
590002e437c59d4552ca21bc,3E Bioventures,crunchbase,
58fee6ab2cfa24c8f47c117b,36kr,manualEntry,
N84gf7Jvns9E42gDi,360.cn (奇虎360),manualEntry,
MwYmhtW5bnmwWNmGK,360 Jinrong,crunchbase,
vwSTjYNKhfE4wDNGy,333D,crunchbase,
EzMFR3XDBj5R2Q9Ah,3 Spin,crunchbase,
oWYvLbwyAANFh44pr,2W Group,manualEntry,
MfbWickHqJYk35CGd,2B Angels,manualEntry,
yynLgoJs6k383qBdQ,21st Century Fox,crunchbase,
3iK8pffWXjsa7zz9b,2020 Ventures,crunchbase,
QXzau4uXdsWPW6RB3,1Crowd,manualEntry,
58f9acd97720d8e0dd229139,1898 Capital,manualEntry,
R8JcaSbPQ8s9MGWB9,14W,crunchbase,
eXKu7Ax5zuAjCD7hQ,1337 Ventures,manualEntry,
592e78607193090b91193d84,122 West Ventures,crunchbase,
58c27a45b52055b21681072d,10Funds,manualEntry,
58d9fea77cc4a69f0773af7c,1 Smart,manualEntry,
hJsNxAjvif8HF9AWx,01VC (零一创投),manualEntry,
58eda137cd5fd508327fc979,Zendesk,manualEntry,
5947655d546916633dc046e5,Unitus Equity,manualEntry,
58eda0ae6a2ee27648d08ae4,Unbounce,manualEntry,
593100c52fc676695dd1a28d,Tonnerre Investments,manualEntry,
595f00c217f6e449edda3113,Rajiv Solanki,manualEntry,
58f6ca0a7db3e5b6df735b99,Nibhrant Shah,manualEntry,
5943a05c6780b4d03ca17537,Milestone Capital,manualEntry,
5962f473f157b8c37f7697fa,Kalaari Capital,manualEntry,
594a11ce9b85c7fdb08afc0f,JIC Technology Investment,manualEntry,
59112fcf0d142d90b27bcf88,Javelin Startup-O Victory Fund,manualEntry,
58d0fa7ba289b1b98fdbd8b3,Gulzar Azad,manualEntry,
58d7f3226e5705bb7bf72796,GSF India,manualEntry,
594a1e834acba8fc9eb6260e,Global Technology Ventures,manualEntry,
58d2347c750c2805c68748c9,Chifu Fund,manualEntry,
594a36a0cff922e1543d4597,Ascent Capital,manualEntry,
595f37c8f1cdcc4413513b57,AdChoices Harvinder Singh Bhatia,manualEntry,
iTCypm8hcfach5ijx,1776,manualEntry,
